entity_type,entity_id,change_type,metric_trigger,before_value,after_value,explanation
Template — Content,TPL-C0E74D5B,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S5 (trial) | Goal: Engagement → MCC • rapid adoption & habit formation | Theme/Hook: Core Drive 3: Empowerment/Empowerment. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-C3A5EF26,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S5 (trial) | Goal: Engagement → MCC • rapid adoption & habit formation | Theme/Hook: Core Drive 3: Empowerment/Curiosity. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-137D1E96,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S5 (paid) | Goal: Engagement → MCC • deepening engagement & retention | Theme/Hook: Core Drive 3: Empowerment/Social Proof. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-0BDD1D1C,Promoted (Epsilon-Greedy Winner),"CTR=17.0%, Engagement=45.0%, Uninstall=0.4%",Selection weight: 1.0  |  Status: Active (standard pool),Selection weight: 100.0  |  Status: Dominant (repeated x100 in pool),Segment S5 (paid) | Goal: Engagement → MCC • deepening engagement & retention | Theme/Hook: Core Drive 3: Empowerment/Personalization | Best window: early_morning. Exceeded top-tier thresholds — scaled to guarantee this hook reaches the majority of the segment in Iteration 1.
Template — Content,TPL-47A8969C,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S5 (paid) | Goal: Engagement → MCC • deepening engagement & retention | Theme/Hook: Core Drive 3: Empowerment/Gamification. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-CDCD93AE,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S5 (paid) | Goal: Engagement → MCC • deepening engagement & retention | Theme/Hook: Core Drive 3: Empowerment/Empowerment. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-51C41336,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S5 (paid) | Goal: Engagement → MCC • deepening engagement & retention | Theme/Hook: Core Drive 3: Empowerment/Social Interaction. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-1E5B9164,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S5 (churned) | Goal: Engagement → MCC • re-engagement & recovering lost habits | Theme/Hook: Core Drive 3: Empowerment/Social proof. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-44C1795F,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S5 (churned) | Goal: Engagement → MCC • re-engagement & recovering lost habits | Theme/Hook: Core Drive 3: Empowerment/Personalization. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-C1292F3D,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S5 (churned) | Goal: Engagement → MCC • re-engagement & recovering lost habits | Theme/Hook: Core Drive 3: Empowerment/Gamification. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-F728B29F,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S5 (churned) | Goal: Engagement → MCC • re-engagement & recovering lost habits | Theme/Hook: Core Drive 3: Empowerment/Empowerment. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-8AB2B01B,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S5 (churned) | Goal: Engagement → MCC • re-engagement & recovering lost habits | Theme/Hook: Core Drive 3: Empowerment/Social connection. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-31835B15,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S5 (inactive) | Goal: Engagement → MCC • compelling return value proposition | Theme/Hook: Core Drive 3: Empowerment/Sense of accomplishment. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-218FC6B5,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S5 (inactive) | Goal: Engagement → MCC • compelling return value proposition | Theme/Hook: Core Drive 3: Empowerment/Social proof. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-6966D5C3,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S5 (inactive) | Goal: Engagement → MCC • compelling return value proposition | Theme/Hook: Core Drive 3: Empowerment/Curiosity. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-2FD08B7D,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S5 (inactive) | Goal: Engagement → MCC • compelling return value proposition | Theme/Hook: Core Drive 3: Empowerment/Personalization. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-C4E23DB0,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S5 (inactive) | Goal: Engagement → MCC • compelling return value proposition | Theme/Hook: Core Drive 3: Empowerment/Urgency. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-881912BC,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S6 (trial) | Goal: Identity → retention • rapid adoption & habit formation | Theme/Hook: Core Drive 5: Social Influence/Social Proof. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-F468AE8D,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S6 (trial) | Goal: Identity → retention • rapid adoption & habit formation | Theme/Hook: Core Drive 5: Social Influence/Social Comparison. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-637A906B,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S6 (trial) | Goal: Identity → retention • rapid adoption & habit formation | Theme/Hook: Core Drive 5: Social Influence/Social Identity. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-68E94556,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S6 (trial) | Goal: Identity → retention • rapid adoption & habit formation | Theme/Hook: Core Drive 5: Social Influence/Social Influence. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-BFECB902,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S6 (trial) | Goal: Identity → retention • rapid adoption & habit formation | Theme/Hook: Core Drive 5: Social Influence/Social Recognition. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-B42ACF74,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S6 (paid) | Goal: Identity → retention • deepening engagement & retention | Theme/Hook: Core Drive 5: Social Influence/Social Proof. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-C1402D54,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S6 (paid) | Goal: Identity → retention • deepening engagement & retention | Theme/Hook: Core Drive 5: Social Influence/Competition. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-8756E6EA,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S6 (paid) | Goal: Identity → retention • deepening engagement & retention | Theme/Hook: Core Drive 5: Social Influence/Social Influence. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-DD8A4550,Promoted (Epsilon-Greedy Winner),"CTR=17.0%, Engagement=45.0%, Uninstall=0.1%",Selection weight: 1.0  |  Status: Active (standard pool),Selection weight: 100.0  |  Status: Dominant (repeated x100 in pool),Segment S6 (paid) | Goal: Identity → retention • deepening engagement & retention | Theme/Hook: Core Drive 5: Social Influence/Sense of Accomplishment | Best window: mid_morning. Exceeded top-tier thresholds — scaled to guarantee this hook reaches the majority of the segment in Iteration 1.
Template — Content,TPL-B246DDB7,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S6 (paid) | Goal: Identity → retention • deepening engagement & retention | Theme/Hook: Core Drive 5: Social Influence/Social Proof. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-4E0A3A65,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S6 (churned) | Goal: Identity → retention • re-engagement & recovering lost habits | Theme/Hook: Core Drive 5: Social Influence/Social Proof. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-DAE0718E,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S6 (churned) | Goal: Identity → retention • re-engagement & recovering lost habits | Theme/Hook: Core Drive 5: Social Influence/Social Comparison. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-30084820,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S6 (churned) | Goal: Identity → retention • re-engagement & recovering lost habits | Theme/Hook: Core Drive 5: Social Influence/Social Identity. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-75625CA2,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S6 (churned) | Goal: Identity → retention • re-engagement & recovering lost habits | Theme/Hook: Core Drive 5: Social Influence/Social Influence. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-1EB40D82,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S6 (churned) | Goal: Identity → retention • re-engagement & recovering lost habits | Theme/Hook: Core Drive 5: Social Influence/Social Validation. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-E099FDD0,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S6 (inactive) | Goal: Identity → retention • compelling return value proposition | Theme/Hook: Core Drive 5: Social Influence/Social Proof. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-F2686FFD,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S6 (inactive) | Goal: Identity → retention • compelling return value proposition | Theme/Hook: Core Drive 5: Social Influence/Social Comparison. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-94D24928,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S6 (inactive) | Goal: Identity → retention • compelling return value proposition | Theme/Hook: Core Drive 5: Social Influence/Social Identity. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-74450933,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S6 (inactive) | Goal: Identity → retention • compelling return value proposition | Theme/Hook: Core Drive 5: Social Influence/Social Influence. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-8FC97A89,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S6 (inactive) | Goal: Identity → retention • compelling return value proposition | Theme/Hook: Core Drive 5: Social Influence/Social Identity. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-C9BE763F,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S7 (trial) | Goal: Habit formation → retention • rapid adoption & habit formation | Theme/Hook: Core Drive 8: Loss Avoidance/Social Proof. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-687A18A7,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S7 (trial) | Goal: Habit formation → retention • rapid adoption & habit formation | Theme/Hook: Core Drive 8: Loss Avoidance/Scarcity. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-71D62ED6,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S7 (trial) | Goal: Habit formation → retention • rapid adoption & habit formation | Theme/Hook: Core Drive 8: Loss Avoidance/Personalization. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-B5A99395,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S7 (trial) | Goal: Habit formation → retention • rapid adoption & habit formation | Theme/Hook: Core Drive 8: Loss Avoidance/Urgency. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-41C0DA65,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S7 (trial) | Goal: Habit formation → retention • rapid adoption & habit formation | Theme/Hook: Core Drive 8: Loss Avoidance/Social Connection. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-D1F7FED5,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S7 (paid) | Goal: Habit formation → retention • deepening engagement & retention | Theme/Hook: Core Drive 8: Loss Avoidance/Social Proof. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-F71C0BF7,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S7 (paid) | Goal: Habit formation → retention • deepening engagement & retention | Theme/Hook: Core Drive 8: Loss Avoidance/Scarcity. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-8CD9D077,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S7 (paid) | Goal: Habit formation → retention • deepening engagement & retention | Theme/Hook: Core Drive 8: Loss Avoidance/Personalization. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-DF3B7917,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S7 (paid) | Goal: Habit formation → retention • deepening engagement & retention | Theme/Hook: Core Drive 8: Loss Avoidance/Curiosity. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-C1F96402,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S7 (paid) | Goal: Habit formation → retention • deepening engagement & retention | Theme/Hook: Core Drive 8: Loss Avoidance/Urgency. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-0B7BED09,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S7 (churned) | Goal: Habit formation → retention • re-engagement & recovering lost habits | Theme/Hook: Core Drive 8: Loss Avoidance/Social Proof. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-85BC6E74,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S7 (churned) | Goal: Habit formation → retention • re-engagement & recovering lost habits | Theme/Hook: Core Drive 8: Loss Avoidance/Scarcity. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-3065D83B,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S7 (churned) | Goal: Habit formation → retention • re-engagement & recovering lost habits | Theme/Hook: Core Drive 8: Loss Avoidance/Personalization. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-948B56FC,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S7 (churned) | Goal: Habit formation → retention • re-engagement & recovering lost habits | Theme/Hook: Core Drive 8: Loss Avoidance/Urgency. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-3DBF55D2,Kept — Neutral (Exploration),"CTR=10.0%, Engagement=30.0%, Uninstall=2.5%",Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S7 (churned) | Goal: Habit formation → retention • re-engagement & recovering lost habits | Theme/Hook: Core Drive 8: Loss Avoidance/Social Connection | Window: early_morning. Average performance — retained at baseline weight for continued exploration.
Template — Content,TPL-02022070,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S7 (inactive) | Goal: Habit formation → retention • compelling return value proposition | Theme/Hook: Core Drive 8: Loss Avoidance/FOMO. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-3178EE0A,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S7 (inactive) | Goal: Habit formation → retention • compelling return value proposition | Theme/Hook: Core Drive 8: Loss Avoidance/Social Proof. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-5F02D9A7,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S7 (inactive) | Goal: Habit formation → retention • compelling return value proposition | Theme/Hook: Core Drive 8: Loss Avoidance/Loss Avoidance. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-8986FD04,Suppressed (Retired),"CTR=4.0%, Engagement=14.3%, Uninstall=2.0%",Selection weight: 1.0  |  Status: Active,Selection weight: 0.0  |  Status: Retired (removed from pool),Segment S7 (inactive) | Goal: Habit formation → retention • compelling return value proposition | Theme/Hook: Core Drive 8: Loss Avoidance/Curiosity | Window: mid_morning. Failed minimum engagement thresholds. Fully suppressed to prevent user fatigue and reduce churn risk.
Template — Content,TPL-9EEB8504,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S7 (inactive) | Goal: Habit formation → retention • compelling return value proposition | Theme/Hook: Core Drive 8: Loss Avoidance/Reward. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-8D7C85E5,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S8 (trial) | Goal: Engagement → MCC • rapid adoption & habit formation | Theme/Hook: Core Drive 6: Scarcity/Limited Time Offer. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-8E1C1C51,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S8 (trial) | Goal: Engagement → MCC • rapid adoption & habit formation | Theme/Hook: Core Drive 6: Scarcity/You're Close!. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-F13A73AC,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S8 (trial) | Goal: Engagement → MCC • rapid adoption & habit formation | Theme/Hook: Core Drive 6: Scarcity/Exclusive Reward. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-A11A5345,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S8 (trial) | Goal: Engagement → MCC • rapid adoption & habit formation | Theme/Hook: Core Drive 6: Scarcity/Leaderboard Alert. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-08C673C6,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S8 (trial) | Goal: Engagement → MCC • rapid adoption & habit formation | Theme/Hook: Core Drive 6: Scarcity/Time's Running Out. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-BC0D67DE,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S8 (paid) | Goal: Engagement → MCC • deepening engagement & retention | Theme/Hook: Core Drive 6: Scarcity/Limited Time Offer. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-EE0F79DD,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S8 (paid) | Goal: Engagement → MCC • deepening engagement & retention | Theme/Hook: Core Drive 6: Scarcity/You're Close to a Milestone. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-BA406B59,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S8 (paid) | Goal: Engagement → MCC • deepening engagement & retention | Theme/Hook: Core Drive 6: Scarcity/Exclusive Content Awaits. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-EB6DEF7C,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S8 (paid) | Goal: Engagement → MCC • deepening engagement & retention | Theme/Hook: Core Drive 6: Scarcity/Leaderboard Alert. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-DDF33CE6,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S8 (paid) | Goal: Engagement → MCC • deepening engagement & retention | Theme/Hook: Core Drive 6: Scarcity/Last Chance to Earn. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-3936C9DE,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S8 (churned) | Goal: Engagement → MCC • re-engagement & recovering lost habits | Theme/Hook: Core Drive 6: Scarcity/Limited Time Offer. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-566E57C2,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S8 (churned) | Goal: Engagement → MCC • re-engagement & recovering lost habits | Theme/Hook: Core Drive 6: Scarcity/You're Not Alone. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-46942AC3,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S8 (churned) | Goal: Engagement → MCC • re-engagement & recovering lost habits | Theme/Hook: Core Drive 6: Scarcity/Exclusive Content. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-C3572152,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S8 (churned) | Goal: Engagement → MCC • re-engagement & recovering lost habits | Theme/Hook: Core Drive 6: Scarcity/Time's Running Out. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-168AE675,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S8 (churned) | Goal: Engagement → MCC • re-engagement & recovering lost habits | Theme/Hook: Core Drive 6: Scarcity/Join the Fun. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-98329E7B,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S8 (inactive) | Goal: Engagement → MCC • compelling return value proposition | Theme/Hook: Core Drive 6: Scarcity/Limited Time Offer. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-39BC320F,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S8 (inactive) | Goal: Engagement → MCC • compelling return value proposition | Theme/Hook: Core Drive 6: Scarcity/You're Just a Streak Away. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-85A5291F,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S8 (inactive) | Goal: Engagement → MCC • compelling return value proposition | Theme/Hook: Core Drive 6: Scarcity/Exclusive Access. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-98235D1E,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S8 (inactive) | Goal: Engagement → MCC • compelling return value proposition | Theme/Hook: Core Drive 6: Scarcity/Don't Miss Out. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-6C2F9EC9,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S8 (inactive) | Goal: Engagement → MCC • compelling return value proposition | Theme/Hook: Core Drive 6: Scarcity/Time's Running Out. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-6F806AFC,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S9 (trial) | Goal: Identity → retention • rapid adoption & habit formation | Theme/Hook: Core Drive 8: Loss Avoidance/Social Proof. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-280C53FF,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S9 (trial) | Goal: Identity → retention • rapid adoption & habit formation | Theme/Hook: Core Drive 8: Loss Avoidance/Scarcity. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-770E0064,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S9 (trial) | Goal: Identity → retention • rapid adoption & habit formation | Theme/Hook: Core Drive 8: Loss Avoidance/Personalization. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-C27B333B,Suppressed (Retired),"CTR=4.0%, Engagement=15.4%, Uninstall=3.5%",Selection weight: 1.0  |  Status: Active,Selection weight: 0.0  |  Status: Retired (removed from pool),Segment S9 (trial) | Goal: Identity → retention • rapid adoption & habit formation | Theme/Hook: Core Drive 8: Loss Avoidance/Streaks | Window: evening. Failed minimum engagement thresholds. Fully suppressed to prevent user fatigue and reduce churn risk.
Template — Content,TPL-E562E919,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S9 (trial) | Goal: Identity → retention • rapid adoption & habit formation | Theme/Hook: Core Drive 8: Loss Avoidance/Incentives. No experiment exposure yet — kept active for future A/B testing.
